"","PC1","PC2","cluster","label"
"cell_299",0.0336325004561294,-0.00299975581903459,"Cluster_1","Normal"
"cell_300",0.032869625365737,-0.00366186321182771,"Cluster_1","Normal"
"cell_301",0.0304567422023045,0.0150808329967602,"Cluster_1","Normal"
"cell_302",0.0308337137800648,0.0225234740356165,"Cluster_1","Normal"
"cell_303",0.0331590607168626,0.00208132722578269,"Cluster_1","Normal"
"cell_304",0.0335022994987386,-0.00248112105786187,"Cluster_1","Normal"
"cell_305",0.0331720443884846,-0.000635766620561198,"Cluster_1","Normal"
"cell_306",0.0334401304915006,-0.006450397288258,"Cluster_1","Normal"
"cell_307",0.0341531799017961,-0.00436093286559195,"Cluster_1","Normal"
"cell_308",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_309",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_310",0.0316740023511436,-0.0228162897431717,"Cluster_1","Normal"
"cell_311",0.0324757389538613,0.00567172722632749,"Cluster_1","Normal"
"cell_312",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_313",0.0332809851320066,-0.000918714463067039,"Cluster_1","Normal"
"cell_314",0.0330958119824982,0.000698269031917482,"Cluster_1","Normal"
"cell_315",0.0070890526165617,-0.00859497743667189,"Cluster_2","Normal"
"cell_316",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_317",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_318",0.0104597655404442,0.464322426525534,"Cluster_3","Normal"
"cell_319",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_320",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_321",0.0337046482694248,-0.00242902598889883,"Cluster_1","Normal"
"cell_322",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_323",0.0321561655540888,0.00643267633707493,"Cluster_1","Normal"
"cell_324",0.0330281865407175,9.8694161585473e-05,"Cluster_1","Normal"
"cell_325",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_326",0.0322205297382266,0.00839720851513185,"Cluster_1","Normal"
"cell_327",0.033309993660697,-0.000988987712245067,"Cluster_1","Normal"
"cell_328",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_329",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_330",0.0326268575372826,0.00549584165158142,"Cluster_1","Normal"
"cell_331",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_332",0.0341452070639705,-0.00464372597494848,"Cluster_1","Normal"
"cell_333",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_334",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_335",0.0335150129707184,-0.0122632866434943,"Cluster_1","Normal"
"cell_336",0.0295806573603057,0.000885149212664693,"Cluster_1","Normal"
"cell_337",0.0330854558659344,-0.000734035773716418,"Cluster_1","Normal"
"cell_338",0.0340136591234765,-0.00415309924306969,"Cluster_1","Normal"
"cell_339",0.0327259282968949,0.00115571070902592,"Cluster_1","Normal"
"cell_340",0.0334744252244219,-0.00143093610759942,"Cluster_1","Normal"
"cell_341",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_342",0.0320028110784708,0.00779272781816763,"Cluster_1","Normal"
"cell_343",0.0333427337616292,-0.00182625608488918,"Cluster_1","Normal"
"cell_344",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_345",0.0333751391516072,-0.0229209372928563,"Cluster_1","Normal"
"cell_346",0.0330249993967103,0.00104603688178211,"Cluster_1","Normal"
"cell_347",0.0340343831427829,-0.00422513117613704,"Cluster_1","Normal"
"cell_348",0.0330491212691449,0.000931346434277947,"Cluster_1","Normal"
"cell_349",0.0342751269138447,-0.00485187576146263,"Cluster_1","Normal"
"cell_350",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_351",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_352",0.0321399463995642,-0.0021967485476431,"Cluster_1","Normal"
"cell_353",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_354",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_355",0.0315164200144972,0.00933186149003784,"Cluster_1","Normal"
"cell_356",0.0328685835580688,0.00175222903856163,"Cluster_1","Normal"
"cell_357",0.0328310128911302,0.00839827426786513,"Cluster_1","Normal"
"cell_358",0.0323334544869096,0.00610362916104337,"Cluster_1","Normal"
"cell_359",0.0331726214403095,-0.001441406454382,"Cluster_1","Normal"
"cell_360",0.0336180073385056,-0.0020095904583091,"Cluster_1","Normal"
"cell_361",0.0336826686484695,-0.00120537187237072,"Cluster_1","Normal"
"cell_362",0.0339474932903692,-0.00405295815783221,"Cluster_1","Normal"
"cell_363",0.0340343831427829,-0.00422513117613704,"Cluster_1","Normal"
"cell_364",0.0335097475826122,-0.0014628729135979,"Cluster_1","Normal"
"cell_365",0.0340343831427829,-0.00422513117613704,"Cluster_1","Normal"
"cell_366",0.0347071308753865,-0.00555336972181389,"Cluster_1","Normal"
"cell_367",0.0333324522406673,-0.00096360573879173,"Cluster_1","Normal"
"cell_368",0.0337192978768159,-0.00247106528544865,"Cluster_1","Normal"
"cell_369",0.0322202346833054,-0.000950182125138666,"Cluster_1","Normal"
"cell_370",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_371",0.0328508051627664,0.00134017797978406,"Cluster_1","Normal"
"cell_372",0.0327414881364264,0.00904817471724221,"Cluster_1","Normal"
"cell_373",0.0337579000247774,-0.00672225469124806,"Cluster_1","Normal"
"cell_374",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_375",0.032075532652137,0.0158201630873402,"Cluster_1","Normal"
"cell_376",0.0160697667609029,-0.0976518687331212,"Cluster_4","Normal"
"cell_377",0.0340343831427829,-0.00422513117613704,"Cluster_1","Normal"
"cell_378",0.03301279143754,-0.00322367419717063,"Cluster_1","Normal"
"cell_379",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_380",0.0329752465591603,-0.000245993987002756,"Cluster_1","Normal"
"cell_381",0.0326282640513653,-0.000186204066078264,"Cluster_1","Normal"
"cell_382",0.0340343831427829,-0.00422513117613704,"Cluster_1","Normal"
"cell_383",0.0314782495475339,0.00930575336758695,"Cluster_1","Normal"
"cell_384",0.0325693961150222,0.00561938071677401,"Cluster_1","Normal"
"cell_385",0.0331276553930739,-0.00102761021102083,"Cluster_1","Normal"
"cell_386",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_387",0.033148708127045,-0.00704183749730198,"Cluster_1","Normal"
"cell_388",0.0330822073518001,-0.000585754029946395,"Cluster_1","Normal"
"cell_389",0.032784123076219,0.00479515217223002,"Cluster_1","Normal"
"cell_390",0.0326440604428092,0.00610209397106059,"Cluster_1","Normal"
"cell_391",0.0330411292234708,0.000969814820518308,"Cluster_1","Normal"
"cell_392",0.0327312884621977,0.00161579489097764,"Cluster_1","Normal"
"cell_393",0.0333542403192467,-0.00221400919493968,"Cluster_1","Normal"
"cell_394",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_395",0.0313778291766464,0.020826454288375,"Cluster_1","Normal"
"cell_396",0.0312476323216632,0.00883283762242186,"Cluster_1","Normal"
"cell_397",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_398",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_399",0.0330158902417482,5.10296583834309e-05,"Cluster_1","Normal"
"cell_400",0.0332930660459598,-0.00206438652738899,"Cluster_1","Normal"
"cell_401",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_402",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_403",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_404",0.0325178485953422,0.00561847283811091,"Cluster_1","Normal"
"cell_405",0.0332864804831309,-0.00333638092393054,"Cluster_1","Normal"
"cell_406",0.0317265718803122,0.00544422569668736,"Cluster_1","Normal"
"cell_407",0.0331573834133896,2.16158455067951e-06,"Cluster_1","Normal"
"cell_408",0.0331809052933354,0.0022043742216963,"Cluster_1","Normal"
"cell_409",0.0320004760074109,0.00761414147950446,"Cluster_1","Normal"
"cell_410",0.0344614762584661,-0.00562774155264386,"Cluster_1","Normal"
"cell_411",0.0312542856739544,0.00952601017003461,"Cluster_1","Normal"
"cell_412",0.0333032754069315,-0.000871280388496718,"Cluster_1","Normal"
"cell_413",0.0328685835580688,0.00175222903856163,"Cluster_1","Normal"
"cell_414",0.0339514450142525,-0.0038342654634544,"Cluster_1","Normal"
"cell_415",0.033148708127045,-0.00704183749730198,"Cluster_1","Normal"
"cell_416",0.0331088144591211,0.00440214835329797,"Cluster_1","Normal"
"cell_417",0.0328964597928382,0.00184052433684106,"Cluster_1","Normal"
"cell_418",0.032696423947251,0.00177812146819857,"Cluster_1","Normal"
"cell_419",0.0328685835580688,0.00175222903856163,"Cluster_1","Normal"
"cell_420",0.0322954831566597,0.00435832357499416,"Cluster_1","Normal"
"cell_421",0.0324217376552083,0.00279882957793537,"Cluster_1","Normal"
"cell_422",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_423",0.0329710624912218,0.000221793757508923,"Cluster_1","Normal"
"cell_424",0.0328951454268408,0.000603405482186001,"Cluster_1","Normal"
"cell_425",0.0339929351041697,-0.00408106731000291,"Cluster_1","Normal"
"cell_426",0.032696423947251,0.00177812146819857,"Cluster_1","Normal"
"cell_427",0.0349059693863739,-0.00917583149378775,"Cluster_1","Normal"
"cell_428",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_429",0.0337597068280714,-0.00269262161687401,"Cluster_1","Normal"
"cell_430",0.0318807904275351,0.00880185427364206,"Cluster_1","Normal"
"cell_431",0.0333306897200146,-0.000859117652801458,"Cluster_1","Normal"
"cell_432",0.0329437834924625,-0.0346463823180733,"Cluster_1","Normal"
"cell_433",0.0328909917847789,0.000522173386939644,"Cluster_1","Normal"
"cell_434",0.0325552445948173,0.005925527330764,"Cluster_1","Normal"
"cell_435",0.0325552445948173,0.005925527330764,"Cluster_1","Normal"
"cell_436",0.0337780011624949,-0.00239803328125445,"Cluster_1","Normal"
"cell_437",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_438",0.0322048827972769,0.00351151853847929,"Cluster_1","Normal"
"cell_439",0.0355659559357245,0.0316948613399851,"Cluster_1","Normal"
"cell_440",0.0303577480950392,0.0235800497293759,"Cluster_1","Normal"
"cell_441",0.0311864711468575,0.00827990809361646,"Cluster_1","Normal"
"cell_442",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_443",0.0337402475383122,-0.00187158218432513,"Cluster_1","Normal"
"cell_444",0.0331175183740663,-0.00153711725833408,"Cluster_1","Normal"
"cell_445",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_446",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_447",0.0324674326208529,-0.000855006492976283,"Cluster_1","Normal"
"cell_448",0.0328651076079401,0.000465580324840436,"Cluster_1","Normal"
"cell_449",0.032452737828648,0.00218941979522385,"Cluster_1","Normal"
"cell_450",0.0314952889475153,0.00736265727343464,"Cluster_1","Normal"
"cell_451",0.0321345745618552,0.00424961343446842,"Cluster_1","Normal"
"cell_452",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_453",0.0070785166217178,-0.0391552570484161,"Cluster_2","Normal"
"cell_454",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_455",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_456",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_457",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_458",0.0333975205031768,-0.00704748133841648,"Cluster_1","Normal"
"cell_459",0.0327944370036898,-0.0011825966188234,"Cluster_1","Normal"
"cell_460",0.0327732367876338,-0.000736545169269011,"Cluster_1","Normal"
"cell_461",0.02943154034927,0.0346973579178848,"Cluster_1","Normal"
"cell_462",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_463",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_464",0.0320007586447235,0.00696763715715788,"Cluster_1","Normal"
"cell_465",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_466",0.0327732638929603,-0.0225409919604112,"Cluster_1","Normal"
"cell_467",0.0337597068280714,-0.00269262161687401,"Cluster_1","Normal"
"cell_468",0.0332587546657257,-0.00356964350133713,"Cluster_1","Normal"
"cell_469",0.0320565359074864,0.00120049583967794,"Cluster_1","Normal"
"cell_470",0.0362953137950317,-0.0139696425058951,"Cluster_1","Normal"
"cell_471",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_472",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_473",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_474",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_475",0.0327215246064882,0.00172257361278747,"Cluster_1","Normal"
"cell_476",0.0337340015257886,-0.00207724113904067,"Cluster_1","Normal"
"cell_477",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_478",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_479",0.033051073488984,5.0665724023093e-05,"Cluster_1","Normal"
"cell_480",0.0340392706059457,-0.00458764361146572,"Cluster_1","Normal"
"cell_481",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_482",0.0333406179126132,-0.00104898400348164,"Cluster_1","Normal"
"cell_483",0.0350191627309616,-0.00632501876850518,"Cluster_1","Normal"
"cell_484",0.0337515787029538,-0.0216797014513583,"Cluster_1","Normal"
"cell_485",0.0337295231289039,-0.00230338858020059,"Cluster_1","Normal"
"cell_486",0.0331176653959716,8.61312055607905e-05,"Cluster_1","Normal"
"cell_487",0.0317085719618062,0.014505446275583,"Cluster_1","Normal"
"cell_488",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_489",0.0326550079939663,-0.00166788047462381,"Cluster_1","Normal"
"cell_490",0.0095494385472849,-0.0648379116617885,"Cluster_2","Normal"
"cell_491",0.0336885890462118,-0.00282466728928902,"Cluster_1","Normal"
"cell_492",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_493",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_494",0.032905385619718,0.000585649750065529,"Cluster_1","Normal"
"cell_495",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_496",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_497",0.0339618316081247,-0.00346118867964261,"Cluster_1","Normal"
"cell_498",0.0324334018249141,0.0153998888171372,"Cluster_1","Normal"
"cell_499",0.0335521355011628,-0.00178901829823617,"Cluster_1","Normal"
"cell_500",0.0336230609398559,-0.0054063948210669,"Cluster_1","Normal"
"cell_501",0.0339814638278479,-0.00235101592427573,"Cluster_1","Normal"
"cell_502",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_503",0.0340343831427829,-0.00422513117613704,"Cluster_1","Normal"
"cell_504",0.0340343831427829,-0.00422513117613704,"Cluster_1","Normal"
"cell_505",0.0319195558289572,0.00514174456035361,"Cluster_1","Normal"
"cell_506",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_507",0.0342159380623514,-0.00486186006769808,"Cluster_1","Normal"
"cell_508",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_509",0.032946023096615,-0.0133132749347604,"Cluster_1","Normal"
"cell_510",0.0333578073221749,0.00559438644684555,"Cluster_1","Normal"
"cell_511",0.0336635099705252,-0.00275761224607873,"Cluster_1","Normal"
"cell_512",0.032563509412275,-0.000881960645613091,"Cluster_1","Normal"
"cell_513",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_514",0.0325840150756831,0.00565490484321609,"Cluster_1","Normal"
"cell_515",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_516",0.0316709752035489,0.0192582642671988,"Cluster_1","Normal"
"cell_517",0.0317122660259632,0.0103214682726632,"Cluster_1","Normal"
"cell_518",0.0332357842501352,-0.000998216959847092,"Cluster_1","Normal"
"cell_519",0.0324435390261475,-0.00140542882208494,"Cluster_1","Normal"
"cell_520",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_521",0.0318823763482251,-0.0269809660488912,"Cluster_1","Normal"
"cell_522",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_523",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_524",0.0334244762281874,-0.00176240876926467,"Cluster_1","Normal"
"cell_525",0.0330311977870984,0.0119039248335679,"Cluster_1","Normal"
"cell_526",0.0332171898378369,-0.00584845427494643,"Cluster_1","Normal"
"cell_527",0.0334315563474884,-0.0014343484313858,"Cluster_1","Normal"
"cell_528",0.0199868817119128,0.74858691157084,"Cluster_5","Normal"
"cell_529",0.0333607266083827,-0.00104148200257655,"Cluster_1","Normal"
"cell_530",0.0337419770749515,-0.00352074836116399,"Cluster_1","Normal"
"cell_531",0.0330913922627118,0.00202178620218629,"Cluster_1","Normal"
"cell_532",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_533",0.033446049604828,-0.00186764057140265,"Cluster_1","Normal"
"cell_534",0.032892438200401,-0.00176405259778673,"Cluster_1","Normal"
"cell_535",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_536",0.0277442279450788,0.0519512652638865,"Cluster_1","Normal"
"cell_537",0.0345434486104248,-0.00659700656599906,"Cluster_1","Normal"
"cell_538",0.0631557530797531,0.061533078348718,"Cluster_6","Normal"
"cell_539",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_540",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_541",0.0337597068280714,-0.00269262161687401,"Cluster_1","Normal"
"cell_542",0.032542205400028,-0.00157950710875644,"Cluster_1","Normal"
"cell_543",0.0335760675055754,-0.00253148130489129,"Cluster_1","Normal"
"cell_544",0.0325218141356806,0.0018396077876646,"Cluster_1","Normal"
"cell_545",0.0307443371775229,0.00503334742599423,"Cluster_1","Normal"
"cell_546",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_547",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_548",0.0341211992375349,-0.0047092865924654,"Cluster_1","Normal"
"cell_549",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_550",0.0325887677715588,0.00577497335722158,"Cluster_1","Normal"
"cell_551",0.0327302150580401,0.0102006373655877,"Cluster_1","Normal"
"cell_552",0.00898787967639972,0.0592717580203367,"Cluster_7","Normal"
"cell_553",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_554",0.032696423947251,0.00177812146819857,"Cluster_1","Normal"
"cell_555",0.0340343831427829,-0.00422513117613704,"Cluster_1","Normal"
"cell_556",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_557",0.0323088039167093,-0.0183948650441877,"Cluster_1","Normal"
"cell_558",0.0337371332147592,-0.00192337615275985,"Cluster_1","Normal"
"cell_559",0.0319088710993963,0.00120120956731383,"Cluster_1","Normal"
"cell_560",0.0338399796388359,-0.00291945106560917,"Cluster_1","Normal"
"cell_561",0.03211547653287,0.00761208714844033,"Cluster_1","Normal"
"cell_562",0.0334817171582724,-0.00224873190667516,"Cluster_1","Normal"
"cell_563",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_564",0.0337597068280714,-0.00269262161687401,"Cluster_1","Normal"
"cell_565",0.0328685835580688,0.00175222903856163,"Cluster_1","Normal"
"cell_566",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_567",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_568",0.0736862757442233,-0.294294745520353,"Cluster_8","Normal"
"cell_569",0.0325057105511953,0.00257279715878316,"Cluster_1","Normal"
"cell_570",0.0334890741447993,-0.00247438254703451,"Cluster_1","Normal"
"cell_571",0.0328824118852315,0.00364732479027344,"Cluster_1","Normal"
"cell_572",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_573",0.0337505406256519,0.0160385689369935,"Cluster_1","Normal"
"cell_574",0.0339401002108981,-0.0022461351059974,"Cluster_1","Normal"
"cell_575",0.0336646362445876,-0.0020104078203868,"Cluster_1","Normal"
"cell_576",0.0338453719955491,0.0205832240847538,"Cluster_1","Normal"
"cell_577",0.0324729056773516,0.00180963208842551,"Cluster_1","Normal"
"cell_578",0.0319787893295358,0.0095758033930604,"Cluster_1","Normal"
"cell_579",0.0334616991241516,-0.0013985176672574,"Cluster_1","Normal"
"cell_580",0.0325917147101806,0.00213794915759096,"Cluster_1","Normal"
"cell_581",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_582",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_583",0.0328319642537588,0.00404261344536389,"Cluster_1","Normal"
"cell_584",0.0338147653867185,-0.00295621724484867,"Cluster_1","Normal"
"cell_585",0.0333708781145329,-0.00109820547467939,"Cluster_1","Normal"
"cell_586",0.0331692790356159,0.00938315504304436,"Cluster_1","Normal"
"cell_587",0.0334242850863135,-0.00218899515358153,"Cluster_1","Normal"
"cell_588",0.0305650414897485,0.0261418146242736,"Cluster_1","Normal"
"cell_589",0.0328399953846787,-9.73614931452224e-05,"Cluster_1","Normal"
"cell_590",0.0329036643571004,0.0045526675199954,"Cluster_1","Normal"
"cell_591",0.0329529153597827,0.00158631961095428,"Cluster_1","Normal"
"cell_592",0.0317310370958866,-0.019509370058525,"Cluster_1","Normal"
"cell_593",0.0332054852511797,-0.00220054000403216,"Cluster_1","Normal"
"cell_594",0.0328685835580688,0.00175222903856163,"Cluster_1","Normal"
